Minor planet designation,Rotation period(hours),Δmag,Quality(U),Orbit or family,Spectral type,Diameter(km),Abs. mag(H),Refs,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,movie_name,category,run_time,genre,imdb_rating,votes,gross_total,rating,timestamp,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,Buying_Price,Maintenance_Price,No_of_Doors,Person_Capacity,Size_of_Luggage,Safety,Car_Acceptability,updateTime,per capita income,median household income,median family income,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,Season1Date,Season1Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Honey,Jams,Maple,Meat,PetFood,Tofu,WildHarvested,updateTime,Order Date,Product,Product_ean,Purchase Address,Quantity Ordered,Price Each,Cost price,turnover,margin,Cat_Sort,Category,varShort,varLong,Map,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,brand,model,offers/priceCurrency,features/0/description,country,ISO3,continent,Region 1,markup_GME,alpha,Q,II,VA,LAB,K,Subsidies,Taxes,Place, Latitude, Longitude, Country, Continent, Magnitude,title,published_at,view_count,like_count,comment_count,text,label,url,name,Price,listedOn,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
19034 Santorini,247,0.43,2,Hilda,C,14.64,12.9,LCDB  ·  List,AZO,AutoZone Inc,Consumer Discretionary,718.57,16.31,0,44.09,797.89,491.13,19922021415,2347304000,1.8510429,136.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO,The Prestige,PG-13,130 min,"Drama, Mystery, Sci-Fi",8.5,"1,336,235",$53.09M,2,835355932,25921089,3069,0,2984.196629,84.80337079,3069,0,0.327159753,0.028417488,med,high,4,more,med,high,acc,7/26/2018 16:26,"$44,345 ","$97,242 ","$113,538 ",Abingdon Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,W12 St. & 8th Ave,New York,New York,New York,01/01/2013 to 12/31/2013,Sat: 8:00 AM-2:00 PM;,-74.00528,40.737179,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,7/24/2013 10:36,18/01/2019 12:21,USB-C Charging Cable,3.60E+12,"880 Washington St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,6,Veterans,HispanicVetsPct latest,"Percent of veterans that are Hispanic or Latino, 2015-19",y,-2.867,-15.182,37196,-14.655,-0.527,0.014,-5.49,-13.22,3,0.072513962,Microsoft,QEZ-00001,USD,Find the relevant information and ideas you need t,Gabon,GAB,Africa,Middle Africa,2.2997701,1.0543656,199307.6243,109726.2147,89581.4096,12582.74,9389.143,-747.1098,1689.4734,North Anatolian Fault Zone,40.9919,34.9868, Turkey, Europe,4.9,ÐžÐŸÐ•Ð ÐÐ¦Ð˜Ð¯ ÐÐ ÐœÐžÐ—Ð“Ð•. ÐšÐ°Ðº Ð²ÑÐµ Ð¿Ñ€Ð¾Ð¸ÑÑ…Ð¾Ð´Ð¸Ñ‚? #Ð¾Ð¿ÐµÑ€Ð°Ñ†Ð¸Ñ #Ð·Ð½Ð°Ð½Ð¸Ñ #Ð¾Ð±ÑƒÑ‡ÐµÐ½Ð¸Ðµ #Ð½Ð¾Ð²Ð¾Ðµ #Ð¸Ð½Ñ‚ÐµÑ€ÐµÑÐ½Ð¾Ðµ #Ñ‚Ð¸ÐºÑ‚Ð¾Ðº #ÑˆÐ¾Ðº,2024-02-06T15:51:41Z,7538114,,3350,i miss feeling am his only special girl hed take out on a date,1,https://www.etsy.com/listing/1440092997/twins-trivia-baby-shower-game-true-or?click_key=02a5dd8ef02892d8d47c812c5dfa1351b635bb32%3A1440092997&click_sum=ef548de4&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-11-1&organic_search_click=1&dd=1,TWINS TRIVIA! Baby Shower Game True or False Game Trivia Fun Twin Quiz Modern Minimalist Baby Shower Party Card Games Digital Download,$2.45,"Jan 30, 2024",Lenovo,15ITL6,Core i5,Windows 11 Home,NA,16 GB,39.62 cm (15.6 inch),No,"â‚¹44,990"
(41039) 1999 UX56,246.8,0.82,2,MBA (outer),C,4.36,15.53,LCDB  ·  List,AVB,"AvalonBay Communities, Inc.",Real Estate,154.94,17.97,3.7149355,6.36,199.52,156.01,21856547430,1331579000,10.251216,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB,V for Vendetta,R,132 min,"Action, Drama, Sci-Fi",8.2,"1,125,038",$70.51M,3,835355968,25921089,3117,0,3023.796629,93.20337079,3117,0,0.359565799,0.030823293,med,high,4,more,big,low,unacc,7/26/2018 16:22,"$43,634 ","$101,591 ","$112,930 ",Abington,http://www.abingtonsage.com,,,,,362 Plymouth Street,Abington,Plymouth,Massachusetts,07/13/2013 to 09/21/2013,Sat: 9:00 AM-12:00 PM;,-70.936897,42.118999,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,3/14/2014 10:44,25/01/2019 8:12,Bose SoundSport Headphones,4.88E+12,"907 Highland St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,6,Veterans,CivPop18ONum recent,"Civilian population 18 years and over, 2015-19",n,0.148,0.492,71513,-0.181,0.673,0.701,10.33,4.18,4.33,3.237432328,Acer,A315-24PT-R90Z,USD,Windows 11 operating system was designed wit,Gambia,GMB,Africa,Western Africa,3.5266311,0.95878273,70949.22421,9894.914577,61054.30963,8882.72,6303.859,-173.25147,1132.7181,Santo Domingo,18.4861,-69.9312, Dominican Republic, North America,4.7,à¤µà¥‹ à¤šà¥€à¤Ÿà¤¿à¤‚à¤— à¤•à¤°à¤¨à¥‡ à¤®à¥‡à¤‚ à¤‰à¤¸à¥à¤¤à¤¾à¤¦à¥‹ à¤•à¥‡ à¤­à¥€ à¤¬à¤¾à¤ª à¤¹à¥ˆ #shorts,2024-01-27T12:30:28Z,7545941,355205,52,i do with family education and one way we feel that family education is so vital not just because you can come in and help the one who is addicted it is for the family because they are also negatively impacted by the slough that comes off with a person who is addicted,1,https://www.etsy.com/listing/1408511040/my-first-ramadan-personalise-eid-ramadan?click_key=ff9c8310dbd1830dc1af2ba5631db333bcf36aed%3A1408511040&click_sum=bd2f2241&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-11-4&pro=1,My First Ramadan Personalise | Eid Ramadan Mubarak Cute Baby Bodysuit Kids T-shirt Short Long Sleeve Sleepsuit  | Bodysuit  98,$10.26+,"Feb 6, 2024",ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"â‚¹77,990"
(13854) 1999 XX104,246.7,0.79,2,MBA (inner),S,2.19,15.66,LCDB  ·  List,AVY,Avery Dennison Corp,Materials,110.77,22.11,1.5682175,3.11,123.67,78.471,10104814319,831200000,1.5206499,8.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY,Chinatown,R,130 min,"Drama, Mystery, Thriller",8.2,"329,110",$8.49M,3,835356094,25921089,3084,0,2959.596629,124.4033708,3084,0,0.479931112,0.042033894,low,vhigh,5more,more,big,low,unacc,1/16/2015 18:38,"$43,444 ","$68,078 ","$83,558 ",Abington Farmers Market,,,,,,12055 Rose Drove,Clarks Summit,Lackawanna,Pennsylvania,,,-75.774597,41.424999,N,N,N,N,N,-,,,,,,,,,,,,,2009,06/01/2019 20:06,AA Batteries (4-pack),1.28E+12,"898 Lakeview St, Austin, TX 73301",1,3.84,1.92,3.84,1.92,6,Veterans,CivPop18ONum latest,"Civilian population 18 years and over, 2015-19",n,0.244,2.083,81209,0.043,2.04,0.479,20.39,15.6,5.78,0.088422007,HP,14-eu0023dx,USD,From a rejuvenated S,Georgia,GEO,Asia,Western Asia,2.1726151,0.98403609,827638.9408,225779.0637,601859.8771,176793.193,228655.8,-0.708254,9206.9114,Vienna,48.8598,16.353, Austria, Europe,5.3,"Tu Hai Kahan in the Multiverse of AI ft. Modi Ji, Babar Azam, Virat Kohli. #modiji #desi #viral",2024-02-04T04:54:57Z,7571833,350918,4289,i will never feel completely content i will always long for more,1,https://www.etsy.com/listing/1434834699/wooden-name-puzzle-personalized-toys-for?click_key=d82b7f3116645f275d94ed70e412ab6e58c2ca72%3A1434834699&click_sum=2200285f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-11-3&pro=1&frs=1&bes=1&sts=1,"Wooden Name Puzzle, Personalized Toys for Baby, New baby gift, Custom Baby Shower Gift, Toddler Toys, Kids Name Puzzle, Baby & toddler toys",$19.99+,"Feb 9, 2024",HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"â‚¹54,990"
(144974) 2005 EH125,246.7,0.73,2,Flora,S,0.91,17.38,LCDB  ·  List,BHGE,"Baker Hughes, a GE Company",Energy,27.5,305.56,2.4991322,-0.31,57.73,28.03,32995712852,285000000,1.9390045,2.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHGE,City of God,R,130 min,"Crime, Drama",8.6,"758,914",$7.56M,3,835355710,25921089,3038,0,2991.596629,46.40337079,3038,0,0.179017829,0.015511239,low,vhigh,5more,more,big,med,acc,07/12/2017 13:42,"$43,347 ","$83,794 ","$102,222 ",Abita Springs Art & Farmers Market ,https://www.townofabitasprings.com/farmers-market,https://www.facebook.com/abitasprings.farmersmarket/,,,https://www.instagram.com/abitasprings.farmersmarket/,22049 Main Street,Abita Springs ,St. Tammany,Louisiana,,Sun: 11:00 AM-3:00 PM;,-90.03891,30.479065,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,9/16/2019 15:16,20/01/2019 0:21,USB-C Charging Cable,9.56E+12,"889 Cedar St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975,6,Veterans,CivPopVets18to64Num recent,"Civilian population age 18 to 64 that are veterans, 2015-19",n,0.298,-4.465,36633,-3.701,-0.764,0,-0.31,-3.97,1.8,0.318330072,Lenovo,82H803SDUS,USD,Experience the most secure Windows,Germany,DEU,Europe,Western Europe,1.6747035,1.0309912,53667641.73,26045880.18,27621761.55,11157173.5,229115.66,-2804969.167,12656.16,Georgetown,6.8061,-58.1587, Guyana, South America,5.6,Are we there yet Prank #digitalcircusmemes,2024-02-10T09:41:07Z,7477518,143136,1513,im feeling a little better and with more christmas spirit i thought that by this date id had all my christmas decorations up but im not finish even with the lights,1,https://www.etsy.com/listing/610932953/organic-world-explorer-play-mat-playmat?click_key=67e3640563491297fb361916836d769a9f751eb9%3A610932953&click_sum=964060b4&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-11-1&pro=1&frs=1&etp=1&sts=1,Organic World Explorer Play Mat - Playmat - Nursery Rug -Unisex - Neutral Baby Gift Shower - Nursery Decor - Kids Room - Now Ready to Ship,$83.38,"Feb 9, 2024",ASUS,E1504FA-NJ322WS,Ryzen 3 Quad Core,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹33,990"
(83958) 2001 XA36,246.1,0.87,2,MBA (outer),C,5.03,15.22,LCDB  ·  List,BLL,Ball Corp,Materials,38.44,20.56,1.0170354,0.85,43.24,35.6,13767688518,1317000000,1.5696399,3.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL,To Have and Have Not,Passed,100 min,"Adventure, Comedy, Film-Noir",7.8,"35,528",,3,835356165,25921089,3094,0,3010.996629,83.00337079,3094,0,0.3202156,0.027566743,low,vhigh,5more,more,big,high,acc,7/26/2018 16:47,"$42,861 ","$82,090 ","$104,032 ",ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,,,,,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,10/25/2014 to ,Sat: 7:00 AM-12:00 PM;,-106.56584,35.103989,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,06/05/2014 14:51,04/01/2019 11:09,Lightning Charging Cable,3.24E+12,"566 Highland St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,6,Veterans,CivPopVets18to64Num latest,"Civilian population age 18 to 64 that are veterans, 2015-19",n,-0.334,-2.097,102268,-0.284,-1.813,0.252,0.94,1.65,-0.65,1.100342738,Samsung,NP960XFH-XA1US,USD,"If you can dream it, you can do it with a r",Ghana,GHA,Africa,Western Africa,2.2134457,0.95878273,335156.7762,162444.2192,172712.557,24296.8,18099.171,-1467.9908,3256.4048,Hilo,19.7053,-155.0853, United States, North America,4.9,Rafa kelilipan #davidsunairi #minivlog #anakdesa #hidupdidesa #warungds #rafa,2024-02-08T07:00:27Z,7436990,89360,351,i was feeling extremely generous last night so my companion ate double and i just told the lion in my stomach to pipe it,1,https://www.etsy.com/listing/1607682289/coolest-reindeer-at-the-pole-png?click_key=b308c6a7082c2fabfc1a78efd1d2ffb0ea9ed666%3A1607682289&click_sum=b027ce25&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-12-1&organic_search_click=1&pro=1&dd=1,"Coolest Reindeer At The Pole Png, Christmas Boy shirt Png, Christmas Girl Png, Cutest Reindeer Png, Kids Christmas Shirt, Funny Christmas",$2.33,"Jan 22, 2024",ASUS,S3402ZA-KM501WS,Core i5,Windows 11 Home,NA,16 GB,35.56 cm (14 Inch),No,"â‚¹65,990"
10019 Wesleyfraser,245.1,0.43,2,Themis,C,6.65,14.25,LCDB  ·  List,BAC,Bank of America Corp,Financials,29.74,16.34,1.536,1.55,32.67,22.07,3.21E+11,0,3.2011874,1.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC,Fargo,R,98 min,"Crime, Thriller",8.1,"681,256",$24.61M,2,835356246,25921089,2954,0,3028.796629,-74.79662921,2954,0,-0.288555119,-0.024695164,low,high,3,2,med,med,unacc,3/24/2015 14:28,"$42,749 ","$84,526 ","$105,971 ",ABV Farm Market,http://www.appleblossomvillage.com/,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,,,,690 Allegheny Road,Mount Bethe,Northhampton,Pennsylvania,,,-75.0998,40.874298,Y,N,N,N,N,-,,,,,,,,,,,,,2013,21/01/2019 13:24,Lightning Charging Cable,3.94E+12,"81 10th St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475,2,Jobs,NumEmployed2011 - adjusted,"Employed, 2011 - adjusted",n,-0.87,-5.38,16302,-2.316,-3.065,0.133,-6.78,-4.71,-1.66,0.291702679,LG,16Z90RS-K.AAW7U1,USD,Windows 11 brings y,Greece,GRC,Europe,Southern Europe,2.3072,1.0172517,11652972.15,4459172.623,7193799.532,649074.6,0.906585,-400401.1241,1509.65,Taipei,25.0344,121.5678, Taiwan, Asia,5.5,#bhojpuri #shorts #ashortaday,2024-02-11T05:54:15Z,7460144,198172,138,i suppose because there is so much to do i feel over burdened,0,https://www.etsy.com/listing/1325833686/toddler-brown-plaid-cardigan-buttoned?click_key=4d5656f32fb3e23bee13d2ad86a3a962843745d2%3A1325833686&click_sum=3e96c1db&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-12-2&organic_search_click=1,"Toddler Brown Plaid Cardigan, Buttoned Tartan Cardigan, Kids Beige Plaid Open Sweater, V-Neck Cardigan Toddler, Christmas Gift Toddler Boy",$32.00,"Jan 21, 2024",HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"â‚¹66,990"
(225930) 2002 AL161,241.8,0.45,2,MBA (inner),S,1.26,16.86,LCDB  ·  List,BAX,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX,Life of Pi,PG,127 min,"Adventure, Drama, Fantasy",7.9,"634,357",$124.99M,3,835355532,25921089,3251,1,3074.196629,176.8033708,3250,0.003857863,0.682083113,0.057512057,low,high,3,2,med,high,unacc,6/26/2017 8:19,"$42,462 ","$83,336 ","$95,879 ",Acadia Farmers' Market in Town Hill,,www.Facebook.com/AcadiaFarmersMarket,,,,,Town Hill,Hancock,Maine,,,-68.971603,44.590801,N,N,N,N,N,-,,,,,,,,,,,,,2009,31/01/2019 23:23,AAA Batteries (4-pack),3.02E+12,"836 Hill St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495,2,Jobs,NumEmployed2011 - estimated,"Employed, 2011 - estimated",n,0.204,-1.21,31362,-2.29,1.08,1.484,1.54,-2.38,2.46,4.745214775,Lenovo,82Y5000AUS,USD,Windows 11 brin,Guatemala,GTM,North America,Central America,1.9480776,1.1438313,699345.659,451131.1243,248214.5347,34823.55,25959.24,-1575.6553,4670.54,Bucharest,44.4254,26.105, Romania, Europe,4.5,à¸”à¸¹à¹à¸•à¹ˆà¹‚à¸—à¸£à¸¨à¸±à¸žà¸—à¹Œà¸”à¸µà¸™à¸±à¸,2024-02-01T07:59:36Z,7214263,88995,328,i feel strong confident intelligent and ready to step out into the real world,1,https://www.etsy.com/listing/1063791026/new-born-gift-baby-name-anklet-baby?click_key=bae115e47e7d7393052c19503ae788d7e2c28418%3A1063791026&click_sum=393c9af6&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-11-2&pro=1&frs=1,New born gift Baby Name Anklet Baby Shower Gift Baby ID Anklet Kids Dainty Name Anklet Birthday Gift Name Bar Anklet,$20.00+,"Jan 26, 2024",HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"â‚¹53,990"
76272 De Jong,241.4,0.83,2,MBA (outer),C,5.65,14.97,LCDB  ·  List,BBT,BB&T Corporation,Financials,51.07,16.26,2.4526198,2.74,55.99,41.17,42087562920,0,3.4552107,1.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT,Slumdog Millionaire,R,120 min,"Crime, Drama, Romance",8,"848,344",$141.32M,4,835355604,25921089,3242,0,3077.396629,164.6033708,3242,0,0.635017189,0.053487863,low,low,5more,more,small,med,acc,07/06/2016 17:19,"$42,400 ","$97,690 ","$112,874 ",Acadiana Farmers Market,,,,,,801 Foreman Drive,Opelousas,Lafayette,Louisiana,,,-92.0634,30.214701,N,N,N,N,N,-,,,,,,,,,,,,,2011,23/01/2019 10:21,Apple Airpods Headphones,8.90E+12,"121 Cherry St, Boston, MA 02215",1,150,97.5,150,52.5,2,Jobs,NumUnemployed2011 - adjusted,"Unemployed, 2011 - adjusted",n,-0.133,-1.89,26271,0.082,-1.972,-0.246,3.98,1.72,-0.4,0.304972805,Dell,i7430-5800SLV-PUS,USD,Windows 11 brings back the Start Menu from Windows,Guinea,GIN,Africa,Western Africa,2.8724952,0.95878273,172846.4278,50148.50981,122697.918,17770.18,12724.328,-682.639,2285.797,Gustavia,17.8979,-62.8532, Saint Barthelemy, North America,5.8,à¤²à¤¡à¤¼à¤•à¥€ à¤¸à¥‡ à¤—à¥à¤°à¥‚à¤œà¥€ à¤¨à¥‡à¤‚ à¤ªà¥‚à¤›à¤¾ à¤¸à¤µà¤¾à¤² ðŸ•‰#anirudhacharya #trendingshorts #ytshorts #mahrajikatha,2024-01-23T14:15:02Z,7413196,318750,599,i know how you feel about being shy,4,https://www.etsy.com/listing/1413111731/growth-chart-height-marker-arrows-growth?click_key=66488074cdcb7e5637aa0aacb92a5337fb02acb4%3A1413111731&click_sum=2faa9bcb&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-12-4&pro=1&frs=1,Growth chart + Height Marker Arrows - growth chart for kids - baby shower gift - nursery wall decor,$34.37,"Feb 8, 2024",DELL,New Inspiron 15 Laptop,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹49,990"
(17127) 1999 JE69,240.7,0.85,2,Eunomia,S,4.35,14.12,LCDB  ·  List,BDX,Becton Dickinson,Health Care,211.44,22.28,1.3518385,4.65,248.3888,175.66,50910180308,1537000000,5.6912947,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX,Vertigo,PG,128 min,"Mystery, Romance, Thriller",8.3,"404,626",$3.20M,3,835355511,25921089,3272,0,3069.196629,202.8033708,3272,0,0.782387541,0.066077021,low,low,5more,more,small,high,good,06/08/2015 9:22,"$42,255 ","$47,083 ","$68,438 ",Ace Farmers Market,,,,,,115 Black River Blvd,Rome,Oneida,New York,,,-75.454102,43.209801,N,N,N,N,N,-,,,,,,,,,,,,,2011,27/01/2019 11:58,Apple Airpods Headphones,8.60E+12,"867 Hill St, New York City, NY 10001",1,150,97.5,150,52.5,2,Jobs,NumUnemployed2011 - estimated,"Unemployed, 2011 - estimated",n,-1.194,-9.788,8111,-8.931,-0.856,0.011,-9.31,-14.16,1.85,0.065643304,Acer,AN515-58-57QW,USD,Windows 11 operating system was designed with you ,Guyana,GUY,South America,South America,1.8346852,1.0190758,2977851.426,1920797.634,1057053.792,154946.3,112857,-33688.85,20284.142,Yamoussoukro,6.8172,-5.2741, CÃ´te d'Ivoire, Africa,4.8,Mansi ne kat liya ðŸ¥²ðŸ˜­ #shorts #funny #viral #prank,2024-02-16T02:00:08Z,8353197,83268,44,i know im going to disappoint you but ive decided not to volunteer this year because i fear ill end up feeling resentful,3,https://www.etsy.com/listing/1304750355/besties-kids-shirtminimalist-friends?click_key=f049fe0c3baffc861162b72b1c711941b6e9c48c%3A1304750355&click_sum=50e462bc&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-12-2&pro=1,"Besties Kids Shirt,Minimalist Friends Baseball Tee,Cute Toddler Shirt,Best Friend Kids Shirt,Baby Boy, For Girls, Best Friends,Besties Baby",$9.99+,"Feb 1, 2024",Lenovo,16IAH8,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"â‚¹61,190"
10415 Mali Lošinj,240.5,0.48,2,MBA (outer),C,18.77,12.36,LCDB  ·  List,BRK.B,Berkshire Hathaway,Financials,191.42,30.43,0,9.76,217.62,160.93,2.61E+11,0,1.4328232,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK.B,Trainspotting,R,93 min,Drama,8.1,"690,138",$16.50M,4,835355790,25921089,3362,0,3102.396629,259.6033708,3362,0,1.001514137,0.083678331,low,low,5more,more,med,low,unacc,3/24/2015 15:11,"$42,210 ","$86,050 ","$105,278 ",Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,RR1 Box 146,Birch Tree,Shannon,Missouri,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,-91.492638,36.991165,N,N,N,N,N,-,N,N,Y,Y,N,N,N,N,N,N,N,N,6/25/2013 15:20,18/01/2019 20:12,AAA Batteries (4-pack),5.74E+12,"90 14th St, Portland, OR 97035",2,2.99,1.495,5.98,2.99,2,Jobs,UnempRate2012 - adjusted,"Unemployment rate, 2012 - adjusted",n,-0.664,-6.948,14651,-7.704,0.756,-0.07,-8.29,-4.11,1.63,0.19511927,ASUS,GU603VV-G16.I74060,USD,"Family, friends, passions, mu",Haiti,HTI,North America,Caribbean,2.271703,0.96127862,88198.09616,37300.18156,50897.9146,7406.57,5286.002,-390.3622,949.4228,Kuril Islands,45.5581,148.8807, Russia, Asia,5.3,Kasi Saban Pena ( à¶šà·à·ƒà·’ à·ƒà¶¶à¶±à·Š à¶´à·™à¶« ) - Sarith & Surith | Pasan Liyanage ( Official Promo Track ),2024-01-05T12:16:41Z,7128817,131958,4789,i feel that lauterbach was victimized again and again,0,https://www.etsy.com/listing/879167584/baby-knee-highs-bow-knee-highs-for?click_key=c47a60144a41c70cd51a3e014bb4091405a3c484%3A879167584&click_sum=74910cf3&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-12-3&sts=1,Baby Knee Highs | Bow Knee Highs For Babies Toddlers and Kids| Valentines Baby Socks | Girls Stockings | Infant Socks | Baby Accessories,$4.00+,"Feb 4, 2024",Apple,MacBook Pro,M2,Mac OS Monterey,256 GB,8 GB,33.78 cm (13.3 Inch),No,"â‚¹99,990"
(45672) 2000 EE109,240.3,0.59,2,MBA (outer),C,8.7,14.03,LCDB  ·  List,BBY,Best Buy Co. Inc.,Consumer Discretionary,68.79,19.22,1.9085041,3.81,78.59,41.67,20831186176,2555000000,0.76715523,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY,Interstellar,PG-13,169 min,"Adventure, Drama, Sci-Fi",8.6,"1,835,790",$188.02M,2,835355828,25921089,3362,0,3224.596629,137.4033708,3362,0,0.530083326,0.042611026,low,low,5more,more,med,med,good,2011,"$42,041 ","$75,457 ","$92,262 ",Acreage Green Market,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,,,,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,05/31/2015 to 05/29/2016,Sun: 9:00 AM-2:00 PM;,-80.263351,26.775639,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,5/21/2015 2:02,19/01/2019 9:23,AA Batteries (4-pack),3.99E+12,"313 14th St, Seattle, WA 98101",1,3.84,1.92,3.84,1.92,2,Jobs,UnempRate2012 - estimated,"Unemployment rate, 2012 - estimated",n,0.186,-0.526,17205,1.636,-2.162,0.156,6.08,3.8,-0.89,0.624196806,ASUS,GA402NU-G14.R74050,USD,"Family, friends, pa",Honduras,HND,North America,Central America,1.5765254,1.1438313,401903.1745,292039.3163,109863.8583,19484.17,18001.309,-12.593433,2121.0077,Dar es Salaam,-6.7899,39.2101, Tanzania, Africa,4.7,"Funny video entertainment, good entertainment, short films #153",2024-02-07T03:50:50Z,7376057,182454,485,i feel wronged by certain people and my instinct was to get angry at them and stop speaking to them but two wrongs dont make a right i think,3,https://www.etsy.com/listing/1651353454/montessori-bookshelf-personalized?click_key=90d2892004b834685b0a26d9fd7aeb7937ee3bb9%3A1651353454&click_sum=a3f5acab&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-12-1&pro=1&frs=1,"Montessori Bookshelf, Personalized Nursery Furniture, Wooden Kid's Toddler Bookcase, Baby Bookshelf, Kids Room Decor, Baby Room Organization",$79.00+,"Jan 30, 2024",SAMSUNG,Galaxy Book3,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹69,990"
